0,0,0,0,0,0,0,3,2,0.11,0.33,0.22,0.22,0.56,0.56,0.22,0.22,0.11,0,0,0,0,0,0,0,0,0.11,0,0,0,0.22,0.44,0.44,0,0,0,0,0,0,0,0,0.33,0,0,0
0,0,0,0,0,0,0,3,2,0.11,0.33,0.22,0.22,0.56,0.56,0.22,0.22,0.11,0,0,0,0,0,0,0,0,0.11,0,0,0,0.22,0.44,0.44,0,0,0,0,0,0,0,0,0.33,0,0,0
0,0,0,0,0,0,0,3,2,0.11,0.33,0.22,0.22,0.56,0.56,0.22,0.22,0.11,0,0,0,0,0,0,0,0,0.11,0,0,0,0.22,0.44,0.44,0,0,0,0,0,0,0,0,0.33,0,0,0
100,100,100,0,0,0,0,8,2,0,0.2,0.6,0.6,0.6,0.6,0.2,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
0,0,0,0,0,0,0,3,2,0.08,0.08,0.25,0.25,0.25,0.25,0.08,0.08,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.17,0,0.25,0
0,0,0,0,0,0,0,3,2,0.14,0.14,0.29,0.29,0.29,0.29,0.14,0.14,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0.14,0,0.29,0
0,0,0,25,100,0,0,29,5,0.04,0.17,0.17,0.17,0.17,0.17,0.13,0.13,0.13,0.04,0,0,0,0,0,0,0.17,0.26,0,0,0.17,0.17,0,0,0.22,0,0.22,0.22,0.22,0,0.17,0,0,0,0,0.09
50,50,100,0,0,0,0,27,5,0,0.03,0.09,0.06,0.09,0.06,0.03,0.03,0,0,0.03,0.03,0,0,0,0,0.03,0.06,0,0,0.03,0.09,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0
0,0,0,0,0,0,0,7,2,0.04,0.11,0.07,0.07,0.26,0.07,0.07,0.07,0,0,0,0,0,0,0,0,0.19,0.19,0,0,0.19,0.07,0.44,0.44,0,0,0,0,0,0,0,0,0.44,0.04,0,0
100,100,100,0,0,0,0,7,2,0.29,0.29,0.43,0.43,0.43,0.43,0.29,0.29,0,0,0.14,0,0.14,0,0,0,0,0.14,0,0,0,0.43,0,0,0.14,0.14,0,0,0,0,0,0,0.14,0,0,0
100,100,100,0,0,0,0,7,2,0.22,0.22,0.44,0.33,0.44,0.33,0.33,0.22,0,0,0.11,0,0.11,0,0,0,0,0.11,0,0,0.11,0.44,0,0,0.22,0.22,0,0,0,0,0,0,0.11,0,0,0
100,100,100,0,0,0,0,11,2,0.25,0.25,0.38,0.38,0.38,0.38,0.25,0.25,0,0,0.12,0,0.12,0,0,0,0,0.12,0,0,0,0.38,0,0,0.12,0.12,0,0,0,0,0,0,0.12,0,0,0
100,100,100,0,0,0,0,8,2,0.08,0.25,0.42,0.33,0.42,0.33,0.17,0.17,0,0,0.08,0.08,0.08,0,0,0,0.08,0.17,0,0,0.08,0.42,0,0,0.08,0.08,0,0,0,0,0,0,0.25,0,0,0
100,100,100,0,0,0,0,12,2,0.11,0.33,0.44,0.44,0.44,0.44,0.22,0.22,0.11,0.11,0.11,0,0.11,0,0,0,0,0.11,0,0,0,0.44,0,0,0.11,0,0.11,0,0,0,0,0,0.11,0.11,0,0.11
100,100,100,0,0,0,0,7,2,0.29,0.29,0.43,0.43,0.43,0.43,0.29,0.29,0,0,0.14,0,0.14,0,0,0,0,0.14,0,0,0,0.43,0,0,0.14,0.14,0,0,0,0,0,0,0.14,0,0,0
100,100,100,0,0,0,0,12,2,0.22,0.22,0.33,0.33,0.33,0.33,0.22,0.22,0,0,0.11,0,0.11,0,0,0,0,0.22,0,0,0,0.33,0,0,0.11,0.11,0,0,0,0,0,0,0.11,0,0,0
100,100,100,0,0,0,0,10,2,0.25,0.25,0.38,0.38,0.38,0.38,0.25,0.25,0,0,0.12,0,0.12,0,0,0,0,0.12,0,0,0,0.38,0,0,0.12,0.12,0,0,0,0,0,0,0.12,0,0,0
100,100,100,0,0,0,0,8,2,0.08,0.25,0.42,0.33,0.42,0.33,0.17,0.17,0,0,0.08,0.08,0.08,0,0,0,0.08,0.17,0,0,0.08,0.42,0,0,0.08,0.08,0,0,0,0,0,0,0.25,0,0,0
100,100,100,0,0,0,0,14,2,0,0.06,0.28,0.22,0.5,0.44,0.11,0.06,0,0,0.17,0,0.17,0,0,0,0,0.17,0,0,0.06,0.56,0,0,0.11,0.11,0,0,0,0,0,0,0.22,0,0,0
100,100,100,0,0,0,0,14,2,0,0.06,0.28,0.22,0.5,0.44,0.11,0.06,0,0,0.17,0,0.17,0,0,0,0,0.17,0,0,0.06,0.56,0,0,0.11,0.11,0,0,0,0,0,0,0.22,0,0,0
100,100,100,0,0,0,0,14,2,0,0.06,0.28,0.22,0.5,0.44,0.11,0.06,0,0,0.17,0,0.17,0,0,0,0,0.17,0,0,0.06,0.56,0,0,0.11,0.11,0,0,0,0,0,0,0.22,0,0,0
100,100,100,0,0,0,0,14,2,0,0.06,0.28,0.22,0.5,0.44,0.11,0.06,0,0,0.17,0,0.17,0,0,0,0,0.17,0,0,0.06,0.56,0,0,0.11,0.11,0,0,0,0,0,0,0.22,0,0,0
100,100,100,0,0,0,0,14,2,0,0.06,0.28,0.22,0.5,0.44,0.11,0.06,0,0,0.17,0,0.17,0,0,0,0,0.17,0,0,0.06,0.56,0,0,0.11,0.11,0,0,0,0,0,0,0.22,0,0,0
0,0,0,0,100,0,0,5,5,0,0.36,0.36,0.36,0.36,0.36,0.3,0.29,0.11,0.11,0,0,0,0,0,0,0.01,0.28,0,0,0.01,0.36,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0
0,0,0,0,100,0,0,3,2,0,0.03,0.42,0.26,0.42,0.26,0.08,0.07,0,0,0,0,0,0.02,0,0,0.04,0.34,0,0,0.31,0.48,0,0,0.28,0.03,0.23,0.18,0.23,0.23,0.01,0,0.15,0,0,0
0,0,0,0,100,0,0,3,2,0.01,0.05,0.09,0.05,0.09,0.05,0.07,0.05,0,0,0.01,0,0,0,0,0,0.01,0.23,0,0,0.06,0.09,0,0,0.22,0,0.22,0.19,0.22,0.22,0.01,0,0.02,0,0,0.03
33.3333,66.6667,100,0,0,0,0,3,4,0.13,0.17,0.5,0.33,0.5,0.33,0.13,0.07,0,0,0.17,0.13,0.17,0,0,0,0.07,0.2,0,0,0.17,0.53,0,0,0.17,0.1,0,0,0,0,0,0,0.37,0,0,0
50,50,50,0,50,0,0,3,4,0.02,0.05,0.21,0.11,0.32,0.21,0.04,0.04,0.12,0.02,0.04,0.04,0,0,0,0,0.11,0.28,0.16,0,0.11,0.46,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0
0,0,0,0,0,0,0,3,3,0.06,0.12,0.12,0.12,0.38,0.12,0.12,0.12,0,0,0,0,0,0,0,0,0.31,0.44,0,0,0.38,0.12,0.38,0.38,0,0,0,0,0,0,0,0,0.38,0,0,0
