-1.00E+00,1.00E+00,-1.00E+00,9.98E-01,-8.06E-01,-8.14E-01,-1.50E+00,-9.76E-01,-9.76E-01,-7.80E-01,-9.76E-01,-9.76E-01
1.00E+00,1.00E+00,-1.00E+00,9.98E-01,-8.06E-01,-8.14E-01,-1.50E+00,-9.76E-01,-9.76E-01,-7.80E-01,-9.76E-01,-9.76E-01
-1.00E+00,-1.00E+00,-1.00E+00,9.98E-01,-8.06E-01,-8.14E-01,-1.50E+00,-9.76E-01,-9.76E-01,-7.80E-01,-9.76E-01,-9.76E-01
1.00E+00,-1.00E+00,-1.00E+00,9.98E-01,-8.06E-01,-8.14E-01,-1.50E+00,-9.76E-01,-9.76E-01,-7.80E-01,-9.76E-01,-9.76E-01
-1.00E+00,1.00E+00,1.00E+00,9.98E-01,-8.06E-01,-8.14E-01,-1.50E+00,-9.76E-01,-9.76E-01,-7.80E-01,-9.76E-01,-9.76E-01
1.00E+00,1.00E+00,1.00E+00,9.98E-01,-8.06E-01,-8.14E-01,-1.50E+00,-9.76E-01,-9.76E-01,-7.80E-01,-9.76E-01,-9.76E-01
-1.00E+00,-1.00E+00,1.00E+00,9.98E-01,-8.06E-01,-8.14E-01,-1.50E+00,-9.76E-01,-9.76E-01,-7.80E-01,-9.76E-01,-9.76E-01
1.00E+00,-1.00E+00,1.00E+00,9.98E-01,-8.06E-01,-8.14E-01,-1.50E+00,-9.76E-01,-9.76E-01,-7.80E-01,-9.76E-01,-9.76E-01
-1.00E+00,1.00E+00,-1.00E+00,-1.00E+00,-8.06E-01,-8.14E-01,-1.50E+00,-9.76E-01,-9.76E-01,-7.80E-01,-9.76E-01,-9.76E-01
1.00E+00,1.00E+00,-1.00E+00,-1.00E+00,-8.06E-01,-8.14E-01,-1.50E+00,-9.76E-01,-9.76E-01,-7.80E-01,-9.76E-01,-9.76E-01
-1.00E+00,-1.00E+00,-1.00E+00,-1.00E+00,-8.06E-01,-8.14E-01,-1.50E+00,-9.76E-01,-9.76E-01,-7.80E-01,-9.76E-01,-9.76E-01
1.00E+00,-1.00E+00,-1.00E+00,-1.00E+00,-8.06E-01,-8.14E-01,-1.50E+00,-9.76E-01,-9.76E-01,-7.80E-01,-9.76E-01,-9.76E-01
-1.00E+00,1.00E+00,1.00E+00,-1.00E+00,-8.06E-01,-8.14E-01,-1.50E+00,-9.76E-01,-9.76E-01,-7.80E-01,-9.76E-01,-9.76E-01
1.00E+00,1.00E+00,1.00E+00,-1.00E+00,-8.06E-01,-8.14E-01,-1.50E+00,-9.76E-01,-9.76E-01,-7.80E-01,-9.76E-01,-9.76E-01
-1.00E+00,-1.00E+00,1.00E+00,-1.00E+00,-8.06E-01,-8.14E-01,-1.50E+00,-9.76E-01,-9.76E-01,-7.80E-01,-9.76E-01,-9.76E-01
1.00E+00,-1.00E+00,1.00E+00,-1.00E+00,-8.06E-01,-8.14E-01,-1.50E+00,-9.76E-01,-9.76E-01,-7.80E-01,-9.76E-01,-9.76E-01
-1.00E+00,1.00E+00,-1.00E+00,9.98E-01,-8.06E-01,-8.14E-01,-3.05E-01,-9.76E-01,-9.76E-01,-7.80E-01,-9.76E-01,-9.76E-01
1.00E+00,1.00E+00,-1.00E+00,9.98E-01,-8.06E-01,-8.14E-01,-3.05E-01,-9.76E-01,-9.76E-01,-7.80E-01,-9.76E-01,-9.76E-01
-1.00E+00,-1.00E+00,-1.00E+00,9.98E-01,-8.06E-01,-8.14E-01,-3.05E-01,-9.76E-01,-9.76E-01,-7.80E-01,-9.76E-01,-9.76E-01
